BHID, XCOLLAR , YCOLLAR , ZCOLLAR 
OC-400-000561,75206.42534,185989.3119,411.2667
OC-400-000562,75212.87691,185988.4373,411.2667
OC-400-000563,75218.04093,185986.3053,411.2667
OC-400-000564,75224.85572,185985.7412,411.2667
OC-400-000565,75231.6705,185985.1771,411.2667
OC-400-000566,75238.3573,185984.657,411.2667
OC-400-000567,75245.0441,185984.1368,411.2667
OC-400-000568,75251.7309,185983.6166,411.2667
OC-400-000569,75258.05333,185981.9167,411.2667
OC-400-000570,75264.20229,185981.1975,411.2667
OC-400-000571,75270.70719,185980.3543,411.2667
OC-400-000572,75277.24282,185979.3947,411.2667
OC-400-000573,75283.76057,185978.3818,411.2667
OC-400-000574,75290.20462,185977.2288,411.2667
OC-400-000575,75296.43017,185976.1485,411.2667
OC-400-000576,75300.88349,185972.7696,411.2667
OC-400-000577,75306.89612,185972.2847,411.2667
OC-400-000578,75310.13409,185974.9414,411.2667
OC-400-000579,75315.73931,185973.7302,411.2667
OC-400-000580,75322.25728,185972.1824,411.2667
OC-400-000581,75328.43478,185971.0422,411.2667
OC-400-000582,75305.17755,185978.7335,411.2667
OC-400-000583,75155.78024,186002.7597,411.2667
OC-400-000584,75162.20151,186001.8778,411.2667
OC-400-000585,75168.62278,186000.9959,411.2667
OC-400-000586,75175.04405,186000.114,411.2667
OC-400-000587,75181.46532,185999.232,411.2667
OC-400-000588,75187.88659,185998.3501,411.2667
OC-400-000589,75194.30786,185997.4682,411.2667
OC-400-000590,75200.72913,185996.5863,411.2667
OC-400-000591,75207.1504,185995.7044,411.2667
OC-400-000592,75213.57167,185994.8224,411.2667
OC-400-000593,75218.70948,185993.0525,411.2667
OC-400-000594,75225.93058,185990.9276,411.2667
OC-400-000595,75232.2816,185990.4059,411.2667
OC-400-000596,75238.90614,185989.9783,411.2667
OC-400-000597,75245.4126,185989.4051,411.2667
OC-400-000598,75251.92877,185988.6685,411.2667
OC-400-000599,75258.74118,185988.5871,411.2667
OC-400-000600,75265.08049,185987.712,411.2667
OC-400-000601,75271.58104,185986.8938,411.2667
OC-400-000602,75278.1448,185985.8909,411.2667
OC-400-000603,75290.88782,185983.6811,411.2667
OC-400-000604,75297.25077,185982.5452,411.2667
OC-400-000605,75300.97097,185980.358,411.2667
OC-400-000606,75304.39405,185982.8648,411.2667
OC-400-000607,75310.44693,185981.5096,411.2667
OC-400-000608,75316.81906,185980.0311,411.2667
OC-400-000609,75323.19118,185978.5526,411.2667
OC-400-000610,75327.84043,185980.2145,411.2667
OC-400-000611,75156.69489,186009.0865,411.2667
OC-400-000612,75163.1154,186008.1146,411.2667
OC-400-000613,75169.53591,186007.1427,411.2667
OC-400-000614,75175.95642,186006.1708,411.2667
OC-400-000615,75182.39784,186005.3008,411.2667
OC-400-000616,75188.83926,186004.4307,411.2667
OC-400-000617,75195.31024,186003.6335,411.2667
OC-400-000618,75201.72209,186002.6907,411.2667
OC-400-000619,75208.16351,186001.8207,411.2667
OC-400-000620,75214.77745,186000.966,411.2667
OC-400-000621,75221.09176,186000.2893,411.2667
OC-400-000622,75227.7584,185999.3228,411.2667
OC-400-000623,75233.74772,185998.5632,411.2667
OC-400-000624,75240.63428,185997.1659,411.2667
OC-400-000625,75247.14182,185996.3071,411.2667
OC-400-000626,75253.54711,185995.4921,411.2667
OC-400-000627,75259.46247,185995.0194,411.2667
OC-400-000628,75265.95868,185994.2264,411.2667
OC-400-000629,75272.45488,185993.4334,411.2667
OC-400-000630,75278.85315,185992.2119,411.2667
OC-400-000631,75285.29384,185991.3599,411.2667
OC-400-000632,75291.72072,185990.3238,411.2667
OC-400-000633,75297.40257,185989.127,411.2667
OC-400-000634,75304.77107,185989.11,411.2667
OC-400-000635,75311.26679,185987.613,411.2667
OC-400-000636,75317.67637,185986.4159,411.2667
OC-400-000637,75325.0716,185985.497,411.2667
OC-400-000638,75157.60953,186015.4132,411.2667
OC-400-000639,75164.02929,186014.3514,411.2667
OC-400-000640,75170.44904,186013.2895,411.2667
OC-400-000641,75176.8688,186012.2276,411.2667
OC-400-000642,75183.33036,186011.3695,411.2667
OC-400-000643,75189.79193,186010.5114,411.2667
OC-400-000644,75196.25349,186009.6532,411.2667
OC-400-000645,75202.71506,186008.7951,411.2667
OC-400-000646,75208.93486,186008.8088,411.2667
OC-400-000647,75215.67697,186007.4716,411.2667
OC-400-000648,75221.93707,186006.7163,411.2667
OC-400-000649,75228.40886,186005.5931,411.2667
OC-400-000650,75234.53332,186004.5666,411.2667
OC-400-000651,75241.21719,186003.8494,411.2667
OC-400-000652,75247.75329,186002.923,411.2667
OC-400-000653,75254.25699,186001.9573,411.2667
OC-400-000654,75260.36955,186001.2525,411.2667
OC-400-000655,75266.74406,186000.4482,411.2667
OC-400-000656,75273.11858,185999.644,411.2667
OC-400-000657,75279.49309,185998.8398,411.2667
OC-400-000658,75286.15427,185997.989,411.2667
OC-400-000659,75292.57587,185996.9577,411.2667
OC-400-000660,75299.19256,185995.5481,411.2667
OC-400-000661,75305.63961,185994.6323,411.2667
OC-400-000662,75312.09281,185993.5053,411.2667
OC-400-000663,75318.53369,185992.8007,411.2667
OC-400-000664,75127.24629,186026.5185,411.2667
OC-400-000665,75132.61788,186025.6866,411.2667
OC-400-000666,75139.06241,186024.7603,411.2667
OC-400-000667,75145.50694,186023.834,411.2667
OC-400-000668,75151.8663,186022.9419,411.2667
OC-400-000669,75158.22567,186022.0498,411.2667
OC-400-000670,75164.68702,186021.2151,411.2667
OC-400-000671,75171.14836,186020.3805,411.2667
OC-400-000672,75177.60971,186019.5459,411.2667
OC-400-000673,75183.96407,186018.7039,411.2667
OC-400-000674,75190.31842,186017.8619,411.2667
OC-400-000675,75196.8207,186016.9714,411.2667
OC-400-000676,75202.92211,186016.0645,411.2667
OC-400-000677,75208.63451,186014.7646,411.2667
OC-400-000678,75216.57648,186013.9773,411.2667
OC-400-000679,75222.78239,186013.1433,411.2667
OC-400-000680,75229.13162,186012.1895,411.2667
OC-400-000681,75235.48085,186011.2358,411.2667
OC-400-000682,75241.83008,186010.282,411.2667
OC-400-000683,75248.47934,186009.3824,411.2667
OC-400-000684,75254.96686,186008.4226,411.2667
OC-400-000685,75261.11593,186007.908,411.2667
OC-400-000686,75267.59642,186007.0317,411.2667
OC-400-000687,75274.07692,186006.1554,411.2667
OC-400-000688,75280.50593,186005.2131,411.2667
OC-400-000689,75286.93494,186004.2709,411.2667
OC-400-000690,75293.27764,186003.3753,411.2667
OC-400-000691,75127.36062,186032.2323,411.2667
OC-400-000692,75133.57305,186032.2541,411.2667
OC-400-000693,75139.54952,186031.4949,411.2667
OC-400-000694,75146.49677,186030.4181,411.2667
OC-400-000695,75152.88475,186029.5391,411.2667
OC-400-000696,75159.27273,186028.6601,411.2667
OC-400-000697,75165.66071,186027.7811,411.2667
OC-400-000698,75172.04869,186026.9021,411.2667
OC-400-000699,75178.43667,186026.0231,411.2667
OC-400-000700,75185.06026,186025.0975,411.2667
OC-400-000701,75191.24199,186024.3252,411.2667
OC-400-000702,75197.50553,186023.2996,411.2667
OC-400-000703,75203.77715,186022.4094,411.2667
OC-400-000704,75210.24758,186021.5143,411.2667
OC-400-000705,75217.476,186020.4829,411.2667
OC-400-000706,75223.6277,186019.5702,411.2667
OC-400-000707,75230.02212,186018.6381,411.2667
OC-400-000708,75236.41654,186017.706,411.2667
OC-400-000709,75242.81096,186016.7739,411.2667
OC-400-000710,75249.20538,186015.8418,411.2667
OC-400-000711,75255.67674,186014.8878,411.2667
OC-400-000712,75261.76466,186014.5068,411.2667
OC-400-000713,75268.75305,186013.3966,411.2667
OC-400-000714,75275.04329,186012.3138,411.2667
OC-400-000715,75281.33352,186011.2311,411.2667
OC-400-000716,75293.99973,186009.8344,411.2667
OC-400-000717,75127.47496,186037.946,411.2667
OC-400-000718,75134.33351,186039.368,411.2667
OC-400-000719,75141.22728,186037.8093,411.2667
OC-400-000720,75147.61526,186036.9303,411.2667
OC-400-000721,75153.9712,186036.0357,411.2667
OC-400-000722,75160.32714,186035.1412,411.2667
OC-400-000723,75166.92511,186034.0971,411.2667
OC-400-000724,75173.03902,186033.352,411.2667
OC-400-000725,75179.39496,186032.4574,411.2667
OC-400-000726,75185.65594,186031.4572,411.2667
OC-400-000727,75192.19354,186030.4925,411.2667
OC-400-000728,75198.6493,186029.6301,411.2667
OC-400-000729,75204.88691,186028.7806,411.2667
OC-400-000730,75211.10581,186027.7786,411.2667
OC-400-000731,75218.87158,186026.7214,411.2667
OC-400-000732,75224.47301,186025.9972,411.2667
OC-400-000733,75230.96873,186025.043,411.2667
OC-400-000734,75237.46446,186024.0888,411.2667
OC-400-000735,75243.96018,186023.1345,411.2667
OC-400-000736,75250.45591,186022.1803,411.2667
OC-400-000737,75256.7339,186020.9618,411.2667
OC-400-000738,75262.71289,186020.6682,411.2667
OC-400-000739,75269.3811,186019.884,411.2667
OC-400-000740,75275.85428,186019.0981,411.2667
OC-400-000741,75282.14346,186018.1632,411.2667
OC-400-000742,75288.43264,186017.2283,411.2667
OC-400-000743,75294.72181,186016.2935,411.2667
OC-400-000744,75127.5893,186043.6598,411.2667
OC-400-000745,75135.93996,186044.6998,411.2667
OC-400-000746,75142.04619,186043.2846,411.2667
OC-400-000747,75148.47697,186042.6454,411.2667
OC-400-000748,75154.90775,186042.0062,411.2667
OC-400-000749,75161.33854,186041.3669,411.2667
OC-400-000750,75167.98847,186040.5455,411.2667
OC-400-000751,75174.11451,186039.8227,411.2667
OC-400-000752,75180.41002,186038.9056,411.2667
OC-400-000753,75186.80308,186037.9334,411.2667
OC-400-000754,75193.04746,186037.04,411.2667
OC-400-000755,75199.68641,186036.2436,411.2667
OC-400-000756,75205.63228,186035.0916,411.2667
OC-400-000757,75211.96404,186034.0429,411.2667
OC-400-000758,75220.26717,186032.9598,411.2667
OC-400-000759,75225.31832,186032.4242,411.2667
OC-400-000760,75231.92076,186031.4295,411.2667
OC-400-000761,75238.52319,186030.4348,411.2667
OC-400-000762,75245.12563,186029.44,411.2667
OC-400-000763,75257.975,186028.0205,411.2667
OC-400-000764,75264.35103,186026.5092,411.2667
OC-400-000765,75276.80655,186025.2952,411.2667
OC-400-000766,75282.89507,186024.6441,411.2667
OC-400-000767,75289.30393,186023.6814,411.2667
OC-400-000768,75295.71279,186022.7187,411.2667
OC-400-000769,75127.96802,186052.4755,411.2667
OC-400-000770,75130.91474,186052.0992,411.2667
OC-400-000771,75136.22005,186051.4283,411.2667
OC-400-000772,75142.6568,186050.5236,411.2667
OC-400-000773,75148.88015,186049.55,411.2667
OC-400-000774,75155.53028,186048.7144,411.2667
OC-400-000775,75161.96702,186047.8098,411.2667
OC-400-000776,75168.2807,186046.7155,411.2667
OC-400-000777,75174.84051,186046.0005,411.2667
OC-400-000778,75181.27725,186045.0959,411.2667
OC-400-000779,75194.24418,186043.2382,411.2667
OC-400-000780,75200.58748,186042.382,411.2667
OC-400-000781,75207.02422,186041.4774,411.2667
OC-400-000782,75213.46657,186040.8752,411.2667
OC-400-000783,75219.848,186039.904,411.2667
OC-400-000784,75226.22942,186038.9329,411.2667
OC-400-000785,75232.61084,186037.9618,411.2667
OC-400-000786,75238.99226,186036.9907,411.2667
OC-400-000787,75245.37368,186036.0196,411.2667
OC-400-000788,75252.69389,186034.9873,411.2667
OC-400-000789,75259.03381,186034.2679,411.2667
OC-400-000790,75265.50427,186033.5864,411.2667
OC-400-000791,75271.53485,186032.4834,411.2667
OC-400-000792,75277.87092,186032.116,411.2667
OC-400-000793,75283.3436,186028.7217,411.2667
OC-400-000794,75289.83258,186029.388,411.2667
OC-400-000795,75128.44083,186058.8256,411.2667
OC-400-000796,75131.38678,186058.6182,411.2667
OC-400-000797,75137.12468,186057.865,411.2667
OC-400-000798,75143.56142,186056.9604,411.2667
OC-400-000799,75149.99816,186056.0558,411.2667
OC-400-000800,75156.43491,186055.1511,411.2667
OC-400-000801,75162.87165,186054.2465,411.2667
OC-400-000802,75169.30839,186053.3419,411.2667
OC-400-000803,75175.74513,186052.4373,411.2667
OC-400-000804,75182.18188,186051.5326,411.2667
OC-400-000805,75188.61862,186050.628,411.2667
OC-400-000806,75195.05536,186049.7234,411.2667
OC-400-000807,75201.4921,186048.8188,411.2667
OC-400-000808,75207.83275,186047.8364,411.2667
OC-400-000809,75214.20209,186046.9926,411.2667
OC-400-000810,75220.57142,186046.1489,411.2667
OC-400-000811,75226.94075,186045.3052,411.2667
OC-400-000812,75233.31008,186044.4614,411.2667
OC-400-000813,75246.93199,186042.5939,411.2667
OC-400-000814,75253.39058,186041.7084,411.2667
OC-400-000815,75259.53247,186040.7813,411.2667
OC-400-000816,75266.08103,186039.5781,411.2667
OC-400-000817,75272.1338,186038.9555,411.2667
OC-400-000818,75278.76397,186038.1702,411.2667
OC-400-000819,75284.82702,186036.9254,411.2667
OC-400-000820,75131.85882,186065.1372,411.2667
OC-400-000821,75138.0293,186064.3018,411.2667
OC-400-000822,75144.46605,186063.3971,411.2667
OC-400-000823,75150.90279,186062.4925,411.2667
OC-400-000824,75163.77627,186060.6833,411.2667
OC-400-000825,75170.38407,186059.5993,411.2667
OC-400-000826,75176.64976,186058.874,411.2667
OC-400-000827,75183.10852,186058.0264,411.2667
OC-400-000828,75189.66248,186056.7451,411.2667
OC-400-000829,75195.96734,186055.9305,411.2667
OC-400-000830,75202.27221,186055.1158,411.2667
OC-400-000831,75208.6148,186054.3358,411.2667
OC-400-000832,75214.95738,186053.5558,411.2667
OC-400-000833,75221.29997,186052.7758,411.2667
OC-400-000834,75227.64256,186051.9958,411.2667
OC-400-000835,75241.06418,186050.1009,411.2667
OC-400-000836,75247.94227,186049.625,411.2667
OC-400-000837,75253.99391,186048.1078,411.2667
OC-400-000838,75260.03757,186047.2217,411.2667
OC-400-000839,75266.97586,186046.098,411.2667
OC-400-000840,75273.41349,186045.6493,411.2667
OC-400-000841,75279.59158,186044.3688,411.2667
OC-400-000842,75285.24158,186043.465,411.2667
OC-400-000843,75259.97203,186053.5646,411.2667
OC-400-000844,75284.56291,186047.6606,411.2667
OC-400-000845,75129.3673,186071.5667,411.2667
OC-400-000846,75132.62835,186071.6175,411.2667
OC-400-000847,75138.93393,186070.7385,411.2667
OC-400-000848,75145.32868,186069.6905,411.2667
OC-400-000849,75151.80741,186068.9292,411.2667
OC-400-000850,75158.24416,186068.0246,411.2667
OC-400-000851,75164.6809,186067.12,411.2667
OC-400-000852,75171.11764,186066.2154,411.2667
OC-400-000853,75177.69124,186065.204,411.2667
OC-400-000854,75184.15275,186064.1067,411.2667
OC-400-000855,75190.61426,186063.0093,411.2667
OC-400-000856,75196.96197,186062.2276,411.2667
OC-400-000857,75203.30968,186061.4459,411.2667
OC-400-000858,75209.6574,186060.6642,411.2667
OC-400-000859,75216.00511,186059.8825,411.2667
OC-400-000860,75222.35283,186059.1008,411.2667
OC-400-000861,75228.70054,186058.3191,411.2667
OC-400-000862,75235.62524,186057.3315,411.2667
OC-400-000863,75241.97465,186056.2469,411.2667
OC-400-000864,75248.30426,186055.4564,411.2667
OC-400-000865,75254.22558,186054.8254,411.2667
OC-400-000866,75260.7891,186053.7971,411.2667
OC-400-000867,75267.24081,186052.7944,411.2667
OC-400-000868,75274.27779,186051.8795,411.2667
OC-400-000869,75278.46656,186052.001,411.2667
OC-400-000870,75283.09088,186053.9802,411.2667
OC-400-000871,75129.67353,186077.2425,411.2667
OC-400-000872,75133.94612,186078.551,411.2667
OC-400-000873,75140.33137,186077.5632,411.2667
OC-400-000874,75146.71662,186076.5755,411.2667
OC-400-000875,75153.10187,186075.5877,411.2667
OC-400-000876,75159.48712,186074.6,411.2667
OC-400-000877,75165.54579,186073.3605,411.2667
OC-400-000878,75172.25762,186072.6245,411.2667
OC-400-000879,75178.64287,186071.6367,411.2667
OC-400-000880,75185.03529,186070.6887,411.2667
OC-400-000881,75191.4277,186069.7406,411.2667
OC-400-000882,75197.82012,186068.7926,411.2667
OC-400-000883,75204.16029,186067.9431,411.2667
OC-400-000884,75210.50046,186067.0936,411.2667
OC-400-000885,75216.84063,186066.2441,411.2667
OC-400-000886,75223.47192,186065.3443,411.2667
OC-400-000887,75229.68923,186064.6547,411.2667
OC-400-000888,75236.24529,186063.7173,411.2667
OC-400-000889,75242.80134,186062.7799,411.2667
OC-400-000890,75249.0955,186062.0135,411.2667
OC-400-000891,75255.49523,186061.3059,411.2667
OC-400-000892,75261.80516,186060.475,411.2667
OC-400-000893,75269.20019,186059.496,411.2667
OC-400-000894,75278.70763,186057.4272,411.2667
OC-400-000895,75282.00044,186060.1345,411.2667
OC-400-000896,75129.39035,186084.0384,411.2667
OC-400-000897,75134.71867,186084.8571,411.2667
OC-400-000898,75141.19553,186083.7359,411.2667
OC-400-000899,75147.60895,186082.6989,411.2667
OC-400-000900,75154.02238,186081.662,411.2667
OC-400-000901,75160.43581,186080.625,411.2667
OC-400-000902,75166.84923,186079.5881,411.2667
OC-400-000903,75173.26266,186078.5511,411.2667
OC-400-000904,75179.61427,186077.7051,411.2667
OC-400-000905,75185.96587,186076.8591,411.2667
OC-400-000906,75192.31748,186076.0131,411.2667
OC-400-000907,75198.66909,186075.1671,411.2667
OC-400-000908,75205.04304,186074.323,411.2667
OC-400-000909,75211.32467,186073.4631,411.2667
OC-400-000910,75217.75108,186072.4538,411.2667
OC-400-000911,75225.02455,186071.8238,411.2667
OC-400-000912,75231.26621,186070.8808,411.2667
OC-400-000913,75237.50787,186069.9378,411.2667
OC-400-000914,75243.74953,186068.9948,411.2667
OC-400-000915,75247.92819,186068.6581,411.2667
OC-400-000916,75250.25349,186068.098,411.2667
OC-400-000917,75251.62458,186068.5846,411.2667
OC-400-000918,75251.62458,186068.5846,411.2667
OC-400-000919,75256.51047,186067.2004,411.2667
OC-400-000920,75262.76118,186066.6838,411.2667
OC-400-000921,75268.06168,186066.6948,411.2667
OC-400-000922,75274.49148,186065.8918,411.2667
OC-400-000923,75129.48967,186089.6226,411.2667
OC-400-000924,75264.20886,186069.1724,411.2667
OC-400-000925,75280.91,186066.2887,411.2667
OC-400-000926,75135.56009,186091.2044,411.2667
OC-400-000927,75141.30031,186090.2334,411.2667
OC-400-000928,75148.48276,186088.8855,411.2667
OC-400-000929,75154.9151,186087.8309,411.2667
OC-400-000930,75161.34744,186086.7763,411.2667
OC-400-000931,75167.77978,186085.7217,411.2667
OC-400-000932,75174.12744,186084.8857,411.2667
OC-400-000933,75180.47509,186084.0497,411.2667
OC-400-000934,75186.82275,186083.2136,411.2667
OC-400-000935,75193.17041,186082.3776,411.2667
OC-400-000936,75199.51807,186081.5416,411.2667
OC-400-000937,75205.92579,186080.703,411.2667
OC-400-000938,75212.14888,186079.8326,411.2667
OC-400-000939,75219.14148,186079.2634,411.2667
OC-400-000940,75225.56852,186078.3097,411.2667
OC-400-000941,75232.02941,186077.3966,411.2667
OC-400-000942,75238.16989,186076.2582,411.2667
OC-400-000943,75244.63568,186075.5747,411.2667
OC-400-000944,75251.56716,186074.5562,411.2667
OC-400-000945,75257.17884,186073.9956,411.2667
OC-400-000946,75264.8656,186073.5906,411.2667
OC-400-000947,75263.47183,186073.7739,411.2667
OC-400-000948,75269.91447,186073.0096,411.2667
OC-400-000949,75276.24697,186072.2627,411.2667
OC-400-000950,75251.40602,186076.2781,411.2667
OC-400-000951,75251.15225,186074.6718,411.2667
OC-400-000952,75279.56448,186072.4922,411.2667
OC-400-000953,75129.62512,186096.0858,411.2667
OC-400-000954,75136.39907,186097.3574,411.2667
OC-400-000955,75142.39432,186096.991,411.2667
OC-400-000956,75149.39454,186095.2909,411.2667
OC-400-000957,75155.89228,186094.2577,411.2667
OC-400-000958,75162.38423,186093.068,411.2667
OC-400-000959,75168.60072,186092.1635,411.2667
OC-400-000960,75174.8172,186091.2589,411.2667
OC-400-000961,75181.20466,186090.4232,411.2667
OC-400-000962,75187.59212,186089.5875,411.2667
